auth_id,name,birthday,birthyear,book_id,title,pub_year,pub_month,avg_review,publication
108173,Elizabeth Bear,9/22/71,1971,185637,"Blood and Iron (Promethean Age, #1)",2006,6,3.42,2006
108173,Elizabeth Bear,9/22/71,1971,3136191,"All the Windwracked Stars (The Edda of Burdens, #1)",2008,10,3.63,2008
108173,Elizabeth Bear,9/22/71,1971,185634,"Scardown (Jenny Casey, #2)",2005,6,3.75,2005
108173,Elizabeth Bear,9/22/71,1971,2430620,"Ink and Steel (Promethean Age, #3)",2008,7,3.69,2008
108173,Elizabeth Bear,9/22/71,1971,185632,Carnival,2006,11,3.53,2006
108173,Elizabeth Bear,9/22/71,1971,185639,"Whiskey and Water (Promethean Age, #2)",2007,7,3.79,2007
108173,Elizabeth Bear,9/22/71,1971,6344843,"Chill (Jacob's Ladder, #2)",2010,2,3.64,2010
108173,Elizabeth Bear,9/22/71,1971,13627169,"Shattered Pillars (Eternal Sky, #2)",2013,3,4,2013
108173,Elizabeth Bear,9/22/71,1971,2436617,"Hell and Earth (Promethean Age, #4)",2008,8,4.07,2008
108173,Elizabeth Bear,9/22/71,1971,4640134,"Seven for a Secret (New Amsterdam, #2)",2009,1,3.68,2009
108173,Elizabeth Bear,9/22/71,1971,6393644,"By the Mountain Bound (The Edda of Burdens, #2)",2009,10,3.73,2009
108173,Elizabeth Bear,9/22/71,1971,6903857,Bone and Jewel Creatures,2010,3,3.88,2010
108173,Elizabeth Bear,9/22/71,1971,13603362,Shoggoths in Bloom and other stories,2012,10,4.15,2012
108173,Elizabeth Bear,9/22/71,1971,8511330,"The White City (New Amsterdam, #3)",2010,12,3.76,2010
108173,Elizabeth Bear,9/22/71,1971,8049196,"The Sea Thy Mistress (The Edda of Burdens, #3)",2011,2,3.8,2011
108173,Elizabeth Bear,9/22/71,1971,185640,The Chains That You Refuse,2006,5,3.79,2006
108173,Elizabeth Bear,9/22/71,1971,17910053,Steles of the Sky,2014,4,4.4,2014
108173,Elizabeth Bear,9/22/71,1971,12900420,"Ad Eternum (New Amsterdam, #4)",2012,6,3.67,2012
108173,Elizabeth Bear,9/22/71,1971,17386908,Book of Iron,2013,9,3.92,2013
108173,Elizabeth Bear,9/22/71,1971,10365636,The Horrid Glory of Its Wings,2011,2,3.69,2011
108173,Elizabeth Bear,9/22/71,1971,16158784,"Garrett Investigates (New Amsterdam, #5)",2012,11,4,2012
108173,Elizabeth Bear,9/22/71,1971,15737499,Faster Gun,2012,8,3.46,2012
16024,Greg Bear,8/20/51,1951,46656,"Foundation and Chaos (Second Foundation Trilogy, #2)",1999,7,4.08,1999
16024,Greg Bear,8/20/51,1951,64732,"The Forge of God (Forge of God, #1)",2001,8,3.84,2001
16024,Greg Bear,8/20/51,1951,64923,Darwin's Radio (Darwin's Radio #1),2003,3,3.66,2003
16024,Greg Bear,8/20/51,1951,758614,Rogue Planet,2001,5,3.4,2001
16024,Greg Bear,8/20/51,1951,7975411,Halo: Cryptum,2011,1,3.82,2011
16024,Greg Bear,8/20/51,1951,7975415,Hull Zero Three,2010,11,3.32,2010
16024,Greg Bear,8/20/51,1951,172742,"Slant (Queen of Angels, #4)",1998,6,3.54,1998
16024,Greg Bear,8/20/51,1951,12080483,Halo: Primordium,2012,1,3.71,2012
16024,Greg Bear,8/20/51,1951,172741,City at the End of Time,2008,8,3.12,2008
16024,Greg Bear,8/20/51,1951,172740,Songs of Earth and Power,1996,11,4,1996
16024,Greg Bear,8/20/51,1951,214372,Quantico,2007,4,3.19,2007
16024,Greg Bear,8/20/51,1951,15747451,Halo: Silentium,2013,3,4.01,2013
16024,Greg Bear,8/20/51,1951,1103561,Vitals,2003,4,3.17,2003
16024,Greg Bear,8/20/51,1951,216719,Corona,2000,8,3.27,2000
16024,Greg Bear,8/20/51,1951,172739,Dead Lines: A Novel of Life . . . After Death,2005,6,3.04,2005
16024,Greg Bear,8/20/51,1951,541859,Dinosaur Summer,1998,2,3.25,1998
16024,Greg Bear,8/20/51,1951,774416,The Serpent Mage,1987,2,3.98,1987
16024,Greg Bear,8/20/51,1951,340815,Strength of Stones,2002,10,3.3,2002
16024,Greg Bear,8/20/51,1951,6882944,Mariposa,2009,11,3.39,2009
1438283,Jerome Beatty Jr.,12/9/16,1916,563732,"Matthew Looney's Invasion of the Earth (Matthew and Maria Looney, #2)",1972,10,4,1972
1438283,Jerome Beatty Jr.,12/9/16,1916,1718406,"Matthew Looney in the Outback (Matthew and Maria Looney, #3)",1973,6,4,1973
1438283,Jerome Beatty Jr.,12/9/16,1916,3059349,Matthew Looney: Four Space Adventures Stories,1978,10,4,1978
1438283,Jerome Beatty Jr.,12/9/16,1916,2813195,The Tunnel to Yesterday,1983,1,2.4,1983
1438283,Jerome Beatty Jr.,12/9/16,1916,15237744,From New Bedford to Siberia: A Yankee Whaleman in the Frozen North,1977,1,3,1977
246684,Charles Beaumont,1/2/29,1929,279969,The Penguin Book of Vampire Stories,1989,10,3.86,1989
246684,Charles Beaumont,1/2/29,1929,12979762,The Best American Noir of the Century,2011,10,4.05,2011
246684,Charles Beaumont,1/2/29,1929,882029,The Twilight Zone: The Original Stories,1985,6,4.17,1985
246684,Charles Beaumont,1/2/29,1929,377313,Mind-Rain: Your Favorite Authors on Scott Westerfeld's Uglies Series,2009,6,3.78,2009
246684,Charles Beaumont,1/2/29,1929,481465,The Howling Man,1992,3,4.32,1992
246684,Charles Beaumont,1/2/29,1929,771204,American Supernatural Tales,2007,10,3.92,2007
246684,Charles Beaumont,1/2/29,1929,15762837,Lui è leggenda,2011,11,3.71,2011
246684,Charles Beaumont,1/2/29,1929,2007491,"The Hunger, and Other Stories",1957,.,4.31,1957
246684,Charles Beaumont,1/2/29,1929,1975820,Best of Beaumont,1982,11,4.33,1982
246684,Charles Beaumont,1/2/29,1929,2702516,Yonder,1958,.,4.36,1958
246684,Charles Beaumont,1/2/29,1929,2115057,Night Ride And Other Journeys,1960,.,4.04,1960
246684,Charles Beaumont,1/2/29,1929,6917329,The Magic Man and Other Science-Fantasy Stories,1965,.,4.35,1965
246684,Charles Beaumont,1/2/29,1929,437962,The Intruder,1959,.,4.25,1959
246684,Charles Beaumont,1/2/29,1929,5564538,The Fiend in You,1962,.,4.44,1962
246684,Charles Beaumont,1/2/29,1929,2084987,The Twilight Zone Scripts of Charles Beaumont Vol. 1,2004,9,4.67,2004
246684,Charles Beaumont,1/2/29,1929,13453113,Remember? Remember?,1963,.,3.67,1963
246684,Charles Beaumont,1/2/29,1929,7520827,A Place Called Charlie Tango,2009,4,3.5,2009
246684,Charles Beaumont,1/2/29,1929,8044338,The Edge,1966,.,3,1966
246684,Charles Beaumont,1/2/29,1929,13453106,the child,2004,.,4,2004
246684,Charles Beaumont,1/2/29,1929,16057116,Mass for Mixed Voices: The Selected Short Fiction of Charles Beaumont,2013,3,4,2013
4142407,Vladimir Beekman,8/23/29,1929,12616116,Pipi Pikksukk,1968,.,4.08,1968
4142407,Vladimir Beekman,8/23/29,1929,10887720,Vennad Lõvisüdamed,2007,.,4.33,2007
4142407,Vladimir Beekman,8/23/29,1929,13600873,Röövlitütar Ronja,1996,.,4.25,1996
4142407,Vladimir Beekman,8/23/29,1929,18813369,Valejälg,1998,.,4.03,1998
4142407,Vladimir Beekman,8/23/29,1929,17557534,Pipi Kurrunurruvutisaarel,2005,.,4.09,2005
4142407,Vladimir Beekman,8/23/29,1929,14742063,Väikevend ja Karlsson katuselt,2010,.,4.01,2010
4142407,Vladimir Beekman,8/23/29,1929,14742116,Pipi Pikksukk läheb laevale,2004,.,4.06,2004
4142407,Vladimir Beekman,8/23/29,1929,13556941,Mio mu Mio,1993,.,4.08,1993
4142407,Vladimir Beekman,8/23/29,1929,11394571,Nils Holgerssoni imeline teekond läbi Rootsi,1971,.,3.97,1971
4142407,Vladimir Beekman,8/23/29,1929,14739344,Väike nõid,1975,.,4.14,1975
4142407,Vladimir Beekman,8/23/29,1929,17563003,Pluk ja punane autokraana,2000,.,4.17,2000
4142407,Vladimir Beekman,8/23/29,1929,14739893,Bullerbys on alati lõbus,2000,.,4.22,2000
4142407,Vladimir Beekman,8/23/29,1929,20549037,Borkmanni punkt (Inspector Van Veeteren #2),1996,.,3.72,1996
4142407,Vladimir Beekman,8/23/29,1929,12384139,Kurjus,2000,.,3.81,2000
4142407,Vladimir Beekman,8/23/29,1929,14739669,Väike Tjorven Pootsman ja Mooses,1969,.,4.23,1969
4142407,Vladimir Beekman,8/23/29,1929,13556427,Lärmisepa tänava Lota,1995,.,3.85,1995
4142407,Vladimir Beekman,8/23/29,1929,14739864,Hulkur Rasmus,2003,.,4.01,2003
4142407,Vladimir Beekman,8/23/29,1929,14739900,Madlike ja Liisbet Jaanikingul,2009,.,4.1,2009
4142407,Vladimir Beekman,8/23/29,1929,14739890,Meie Bullerby lapsed,2000,.,4.18,2000
4142407,Vladimir Beekman,8/23/29,1929,14742068,Karlsson katuselt lendab jälle,2010,.,4.13,2010
4142407,Vladimir Beekman,8/23/29,1929,14742120,Vahtramäe Emili uued vembud,2004,.,4.05,2004
4142407,Vladimir Beekman,8/23/29,1929,11029524,Aatomik ja küberneetiline karu,1968,.,3.74,1968
4142407,Vladimir Beekman,8/23/29,1929,13609657,Aatomiku juhtumused,1988,.,3.14,1988
4142407,Vladimir Beekman,8/23/29,1929,11792892,Raua-Roobert,1972,.,3.11,1972
4142407,Vladimir Beekman,8/23/29,1929,16053046,Aatomiku lood,2010,2,3.5,2010
4142407,Vladimir Beekman,8/23/29,1929,15813029,Rahutu teekond,1956,.,3,1956
4142407,Vladimir Beekman,8/23/29,1929,20418232,Koridor,1982,.,3,1982
22645,Gregory Benford,1/30/41,1941,778990,Timescape,1992,1,3.68,1992
22645,Gregory Benford,1/30/41,1941,566429,"Foundation's Fear (Second Foundation Trilogy, #1)",2000,5,3.71,2000
22645,Gregory Benford,1/30/41,1941,453960,"In the Ocean of Night (Galactic Center, #1)",2004,2,3.64,2004
22645,Gregory Benford,1/30/41,1941,410660,Heart of the Comet,1987,2,3.78,1987
22645,Gregory Benford,1/30/41,1941,453975,"Great Sky River (Galactic Center, #3)",2004,8,3.85,2004
22645,Gregory Benford,1/30/41,1941,382329,"Across the Sea of Suns (Galactic Center, #2)",2004,3,3.69,2004
22645,Gregory Benford,1/30/41,1941,453967,"Tides of Light (Galactic Center, #4)",2004,9,3.78,2004
22645,Gregory Benford,1/30/41,1941,13539166,Bowl of Heaven,2012,10,3.14,2012
22645,Gregory Benford,1/30/41,1941,453963,Artifact,2001,7,3.37,2001
22645,Gregory Benford,1/30/41,1941,453961,"Sailing Bright Eternity (Galactic Center, #6)",2005,3,3.79,2005
22645,Gregory Benford,1/30/41,1941,453964,"Furious Gulf (Galactic Center, #5)",1994,7,3.68,1994
22645,Gregory Benford,1/30/41,1941,40363,The Martian Race,2001,1,3.61,2001
22645,Gregory Benford,1/30/41,1941,632624,Beyond Infinity,2004,3,3.43,2004
22645,Gregory Benford,1/30/41,1941,149082,Against Infinity,1991,2,3.46,1991
22645,Gregory Benford,1/30/41,1941,632623,"The Sunborn (Adventures of Viktor & Julia, #2)",2007,10,3.38,2007
22645,Gregory Benford,1/30/41,1941,1714308,"Alternate Empires (What Might Have Been, #1)",1989,8,3.65,1989
22645,Gregory Benford,1/30/41,1941,640592,Hitler Victorious: Eleven Stories of the German Victory in World War II,1986,8,3.3,1986
22645,Gregory Benford,1/30/41,1941,455947,If the Stars Are Gods,1981,11,3.46,1981
22645,Gregory Benford,1/30/41,1941,8837592,"The Wonderful Future That Never Was: Flying Cars, Mail Delivery by Parachute, and Other Predictions from the Past",2010,10,3.08,2010
22645,Gregory Benford,1/30/41,1941,632625,Shiva Descending,1985,11,3.5,1985
22645,Gregory Benford,1/30/41,1941,14289038,A Hunger for the Infinite,2012,5,3.09,2012
22645,Gregory Benford,1/30/41,1941,453976,Jupiter Project,1998,8,3.28,1998
22645,Gregory Benford,1/30/41,1941,2014020,Deep Time:: How Humanity Communicates Across Millennia,2001,1,3.66,2001
22645,Gregory Benford,1/30/41,1941,17910059,Shipstar,2014,4,3.44,2014
22645,Gregory Benford,1/30/41,1941,1618992,"Alternate Heroes (What Might Have Been, #2)",1989,12,3.54,1989
22645,Gregory Benford,1/30/41,1941,2014017,Matter's End,1994,12,3.26,1994
10992,Alfred Bester,12/18/13,1913,76740,The Demolished Man,1999,.,4,1999
10992,Alfred Bester,12/18/13,1913,317642,Virtual Unrealities: The Short Fiction,1997,11,4.02,1997
10992,Alfred Bester,12/18/13,1913,317643,The Computer Connection,2004,7,3.45,2004
10992,Alfred Bester,12/18/13,1913,18196,Psychoshop,1998,7,3.59,1998
10992,Alfred Bester,12/18/13,1913,460959,Golem 100,1989,12,3.12,1989
10992,Alfred Bester,12/18/13,1913,715061,The Deceivers,1999,9,3.23,1999
10992,Alfred Bester,12/18/13,1913,953446,Starburst,1980,3,3.82,1980
10992,Alfred Bester,12/18/13,1913,317644,Redemolished,2004,8,3.74,2004
10992,Alfred Bester,12/18/13,1913,8421799,"The Demolished Man/Tiger! Tiger! (Worlds of Alfred Bester, Vol 1)",1995,.,4.51,1995
10992,Alfred Bester,12/18/13,1913,568010,"Star Light, Star Bright: The Great Short Fiction of Alfred Bester, Vol 2",1976,.,3.81,1976
10992,Alfred Bester,12/18/13,1913,3584708,The Rat Race,1984,5,3.28,1984
10992,Alfred Bester,12/18/13,1913,1131588,"The Light Fantastic: The Great Short Fiction of Alfred Bester, Volume 1",1979,.,3.58,1979
10992,Alfred Bester,12/18/13,1913,223156,"The Stars My Destination, Volume 1",1979,3,4.28,1979
10992,Alfred Bester,12/18/13,1913,15779497,____! ____!,2009,.,3.88,2009
10992,Alfred Bester,12/18/13,1913,568005,Tender Loving Rage,1992,2,3.11,1992
10992,Alfred Bester,12/18/13,1913,8732933,"The Deceivers/The Computer Connection (Worlds of Alfred Bester, Vol 2)",1995,.,3.33,1995
1477076,Lloyd Biggle Jr.,4/17/23,1923,1905394,Monument,1999,12,3.98,1999
1477076,Lloyd Biggle Jr.,4/17/23,1923,969433,All the Colors of Darkness,1963,12,3.68,1963
1477076,Lloyd Biggle Jr.,4/17/23,1923,969434,"The Still, Small Voice of Trumpets",1999,12,4.07,1999
1477076,Lloyd Biggle Jr.,4/17/23,1923,516135,The World Menders,1971,12,3.84,1971
1477076,Lloyd Biggle Jr.,4/17/23,1923,1432699,Watchers of the Dark,1996,12,3.73,1996
1477076,Lloyd Biggle Jr.,4/17/23,1923,969437,The Light That Never Was,1999,12,3.85,1999
1477076,Lloyd Biggle Jr.,4/17/23,1923,872325,Nebula Award Stories 7,1973,1,3.69,1973
1477076,Lloyd Biggle Jr.,4/17/23,1923,2115354,Silence Is Deadly,1999,12,3.84,1999
1477076,Lloyd Biggle Jr.,4/17/23,1923,1905406,The Fury Out of Time,1999,12,3.48,1999
1477076,Lloyd Biggle Jr.,4/17/23,1923,869058,The Metallic Muse,2003,9,3.96,2003
1477076,Lloyd Biggle Jr.,4/17/23,1923,1905408,This Darkening Universe,1975,12,4.05,1975
1477076,Lloyd Biggle Jr.,4/17/23,1923,969436,"The Whirligig of Time (Jan Darzek, #5)",2001,6,4,2001
1477076,Lloyd Biggle Jr.,4/17/23,1923,1353854,"The Glendower Conspiracy: A Memoir of Sherlock Holmes: From the Papers of Edward Porter Jones, His Late Assistant",1990,7,3.64,1990
1477076,Lloyd Biggle Jr.,4/17/23,1923,2559350,The Rule of the Door and Other Fanciful Regulations,1967,12,4,1967
1477076,Lloyd Biggle Jr.,4/17/23,1923,895429,"The Quallsford Inheritance: A Memoir of Sherlock Holmes from the Papers of Edward Porter Jones, His Late Assistant",1987,6,3.33,1987
1477076,Lloyd Biggle Jr.,4/17/23,1923,1905405,A Galaxy of Strangers,2001,6,3.89,2001
1477076,Lloyd Biggle Jr.,4/17/23,1923,2559339,Silent Sky,1976,.,4,1976
1477076,Lloyd Biggle Jr.,4/17/23,1923,2559345,A Hazard of Losers,1995,10,3.86,1995
1477076,Lloyd Biggle Jr.,4/17/23,1923,2559338,The Chronocide Mission,2002,4,3.25,2002
1477076,Lloyd Biggle Jr.,4/17/23,1923,2222291,Interface for Murder,1987,10,3,1987
1477076,Lloyd Biggle Jr.,4/17/23,1923,2222290,Where Dead Soldiers Walk,1994,7,4,1994
33505,John   Birmingham,8/7/64,1964,72989,"Weapons of Choice (Axis of Time, #1)",2005,6,3.9,2005
33505,John   Birmingham,8/7/64,1964,59322,"Final Impact (Axis of Time, #3)",2007,1,3.95,2007
33505,John   Birmingham,8/7/64,1964,7010246,"After America (The Disappearance, #2)",2010,8,3.69,2010
33505,John   Birmingham,8/7/64,1964,12570939,"Angels of Vengeance (The Disappearance, #3)",2012,4,3.69,2012
33505,John   Birmingham,8/7/64,1964,602712,The Tasmanian Babes Fiasco,1997,.,3.64,1997
33505,John   Birmingham,8/7/64,1964,16062873,"Stalin's Hammer: Rome (Axis of Time, #4)",2012,11,3.56,2012
33505,John   Birmingham,8/7/64,1964,8417820,Legends of Australian Fantasy,2010,6,3.93,2010
33505,John   Birmingham,8/7/64,1964,1249103,Dopeland,2004,7,3.25,2004
33505,John   Birmingham,8/7/64,1964,4044364,Dreaming Again: Thirty-five New Stories Celebrating the Wild Side of Australian Fiction,2008,9,3.84,2008
33505,John   Birmingham,8/7/64,1964,12490726,10 Short Stories You Must Read in 2011,2011,.,3.1,2011
33505,John   Birmingham,8/7/64,1964,11260650,A Time for War: Australia As A Military Power,2005,12,3.62,2005
33505,John   Birmingham,8/7/64,1964,18049080,The Emerging Writer: an Insider's Guide to Your Writing Journey (Volume 4),2013,5,4,2013
33505,John   Birmingham,8/7/64,1964,11536556,The Best Australian Essays: A Ten-Year Collection,2011,.,4,2011
33505,John   Birmingham,8/7/64,1964,10081363,Appeasing Jakarta: Australia's Complicity In The East Timor Tragedy,2001,6,2.75,2001
33505,John   Birmingham,8/7/64,1964,18171071,A Captain of the Gate,2011,11,2.67,2011
33505,John   Birmingham,8/7/64,1964,4020123,Hot Sand,2000,7,4,2000
2844917,Michael Bishop,11/12/45,1945,637400,No Enemy but Time,2000,4,3.49,2000
2844917,Michael Bishop,11/12/45,1945,165921,"Philip K. Dick is Dead, Alas",1994,1,3.61,1994
2844917,Michael Bishop,11/12/45,1945,803599,Brittle Innings,1995,1,3.91,1995
2844917,Michael Bishop,11/12/45,1945,1363889,Unicorn Mountain,1989,6,3.48,1989
2844917,Michael Bishop,11/12/45,1945,1132462,Count Geiger's Blues: A Comedy,1994,6,3.58,1994
2844917,Michael Bishop,11/12/45,1945,939920,Ancient Of Days,1995,2,3.62,1995
2844917,Michael Bishop,11/12/45,1945,1386880,Transfigurations,1980,.,3.74,1980
2844917,Michael Bishop,11/12/45,1945,938985,Who Made Stevie Crye?,1984,9,3.54,1984
2844917,Michael Bishop,11/12/45,1945,990036,Blooded on Arachne,1982,2,3.71,1982
2844917,Michael Bishop,11/12/45,1945,1402861,Catacomb Years,1980,2,3.53,1980
2844917,Michael Bishop,11/12/45,1945,3394131,Close Encounters with the Deity: Stories,1986,9,3.86,1986
2844917,Michael Bishop,11/12/45,1945,1402862,A Little Knowledge,1977,1,3.32,1977
2844917,Michael Bishop,11/12/45,1945,1402754,Beneath the Shattered Moons,1977,6,3.61,1977
2844917,Michael Bishop,11/12/45,1945,1409039,A Funeral for the Eyes of Fire,1975,2,3.21,1975
2844917,Michael Bishop,11/12/45,1945,2833730,Blue Kansas Sky,2000,11,4.21,2000
2844917,Michael Bishop,11/12/45,1945,488685,Nebula Awards 25: SFWA's Choice for the Best Science Fiction & Fantasy 1989,1991,4,4.08,1991
2844917,Michael Bishop,11/12/45,1945,875815,Brighten to Incandescence: 17 Stories,2003,6,3.92,2003
2844917,Michael Bishop,11/12/45,1945,487820,One Winter in Eden,1984,.,4,1984
2844917,Michael Bishop,11/12/45,1945,1409040,Eyes Of Fire,1983,5,3.42,1983
2844917,Michael Bishop,11/12/45,1945,6145995,The Quickening,1992,6,4,1992
2844917,Michael Bishop,11/12/45,1945,1025215,Nebula Awards 23: Sfwa's Choices For The Best Science Fiction And Fantasy 1987 (Nebula Awards Showcase,1989,4,3.86,1989
2844917,Michael Bishop,11/12/45,1945,6378627,"Apartheid, Superstrings and Mordecai Thubana",1989,.,3.8,1989
2844917,Michael Bishop,11/12/45,1945,1395073,Light Years and Dark,1984,11,4.75,1984
2844917,Michael Bishop,11/12/45,1945,13377974,Ch-Ch-Ch-Changes,2011,7,2.57,2011
2844917,Michael Bishop,11/12/45,1945,12451587,The Door Gunner,2011,11,4.25,2011
2844917,Michael Bishop,11/12/45,1945,6678296,Passing for Human,2009,9,3.75,2009
2844917,Michael Bishop,11/12/45,1945,2659387,Science Fiction Emphasis 1,1974,4,3,1974
73422,Terry Bisson,2/12/42,1942,359858,"The Fight to Survive (Star Wars: Boba Fett, #1)",2003,4,3.72,2003
73422,Terry Bisson,2/12/42,1942,334813,"Crossfire (Star Wars: Boba Fett, #2)",2003,4,3.83,2003
73422,Terry Bisson,2/12/42,1942,411877,Bears Discover Fire and Other Stories,1995,1,4.01,1995
73422,Terry Bisson,2/12/42,1942,11753829,They're Made Out Of Meat,1991,4,4.31,1991
73422,Terry Bisson,2/12/42,1942,166902,Fire on the Mountain,1990,2,3.72,1990
73422,Terry Bisson,2/12/42,1942,1458174,The Fifth Element,1997,6,3.59,1997
73422,Terry Bisson,2/12/42,1942,373095,The Pickup Artist,2002,4,3.1,2002
73422,Terry Bisson,2/12/42,1942,12589967,Any Day Now: A Novel,2012,3,3.22,2012
73422,Terry Bisson,2/12/42,1942,385944,On a Move: The Story of Mumia Abu Jamal,2001,2,3.95,2001
73422,Terry Bisson,2/12/42,1942,411880,Pirates of the Universe,1997,3,3.21,1997
73422,Terry Bisson,2/12/42,1942,870196,In the Upper Room and Other Likely Stories,2000,5,4.02,2000
73422,Terry Bisson,2/12/42,1942,411881,Numbers Don't Lie,2005,9,3.93,2005
73422,Terry Bisson,2/12/42,1942,2012329,Galaxy Quest,1999,11,3.35,1999
73422,Terry Bisson,2/12/42,1942,9801427,TVA Baby,2011,4,3.04,2011
73422,Terry Bisson,2/12/42,1942,6504223,The Left Left Behind,2009,10,3.15,2009
73422,Terry Bisson,2/12/42,1942,2197343,Miracle Man,2000,11,3.37,2000
73422,Terry Bisson,2/12/42,1942,411878,Greetings: & Other Stories,2005,7,4,2005
73422,Terry Bisson,2/12/42,1942,1661709,Échecs et maths,2003,4,3,2003
73422,Terry Bisson,2/12/42,1942,20805193,Roger Zelazny's Nine Princes in Amber. Book Three of Three.,1996,1,4.5,1996
73422,Terry Bisson,2/12/42,1942,9736492,The Cockroach Hat : A Literary Love Story,2010,5,2.17,2010
73422,Terry Bisson,2/12/42,1942,1175497,Nat Turner,1989,1,3.12,1989
73422,Terry Bisson,2/12/42,1942,8674520,Catch 'Em in the Act,2010,7,2.67,2010
73422,Terry Bisson,2/12/42,1942,7157417,Billy's Book,2009,12,2.67,2009
73422,Terry Bisson,2/12/42,1942,17219223,Star Wars: Boba Fett #1: The Fight to Survive,2012,10,3.75,2012
73422,Terry Bisson,2/12/42,1942,20752674,Roger Zelazny's Nine Princes in Amber. Book One of Three.,1996,1,3.5,1996
502042,Jerome Bixby,1/11/23,1923,882029,The Twilight Zone: The Original Stories,1985,6,4.17,1985
502042,Jerome Bixby,1/11/23,1923,211881,Where Do We Go from Here?,1976,1,3.92,1976
502042,Jerome Bixby,1/11/23,1923,6313798,American Fantastic Tales: Terror and the Uncanny from the 1940's Until Now (Library of America #197),2009,10,3.89,2009
502042,Jerome Bixby,1/11/23,1923,2124998,Galaxy: Thirty Years of Innovative Science Fiction,1981,9,4.24,1981
502042,Jerome Bixby,1/11/23,1923,293225,A Treasury of American Horror Stories,1988,11,3.92,1988
502042,Jerome Bixby,1/11/23,1923,18159098,Mutants: Eleven Stories Of Science Fiction,1974,12,3.79,1974
502042,Jerome Bixby,1/11/23,1923,12273256,Alfred Hitchcock Presents: More Stories for Late at Night,1962,12,3.88,1962
502042,Jerome Bixby,1/11/23,1923,5941476,Great Stories of Space Travel,1963,7,4.11,1963
502042,Jerome Bixby,1/11/23,1923,3019024,"Tygrys tu, tygrys tam...",2002,.,3.63,2002
502042,Jerome Bixby,1/11/23,1923,6495097,Star of Stars,1960,.,3.79,1960
502042,Jerome Bixby,1/11/23,1923,2298207,Assignment in Tomorrow,1954,.,3.82,1954
502042,Jerome Bixby,1/11/23,1923,6795596,"Day of the Dove (Star Trek Fotonovel, #10)",1978,8,3.75,1978
502042,Jerome Bixby,1/11/23,1923,1407400,Star Trek Fotonovel #10 Day of the Dove,1978,8,3.5,1978
502042,Jerome Bixby,1/11/23,1923,10349036,The Holes Around Mars,1954,1,3.67,1954
502042,Jerome Bixby,1/11/23,1923,7231520,Space by the Tale,1964,.,3.71,1964
502042,Jerome Bixby,1/11/23,1923,22130371,Galerij der giganten 4,1978,.,4,1978
172977,Malorie Blackman,2/8/62,1962,714902,"Noughts & Crosses (Noughts & Crosses, #1)",2006,8,4.24,2006
172977,Malorie Blackman,2/8/62,1962,300045,"Checkmate (Noughts & Crosses, #3)",2006,9,4.14,2006
172977,Malorie Blackman,2/8/62,1962,4002159,"Double Cross (Noughts & Crosses, #4)",2009,11,4.12,2009
172977,Malorie Blackman,2/8/62,1962,8239438,Boys Don't Cry,2010,10,4.1,2010
172977,Malorie Blackman,2/8/62,1962,1191504,Pig-Heart Boy,2004,2,3.66,2004
172977,Malorie Blackman,2/8/62,1962,369967,Hacker,2004,2,3.68,2004
172977,Malorie Blackman,2/8/62,1962,999347,Thief!,2004,2,3.72,2004
172977,Malorie Blackman,2/8/62,1962,17119447,Noble Conflict,2013,6,3.66,2013
172977,Malorie Blackman,2/8/62,1962,300049,Dead Gorgeous,2002,8,3.44,2002
172977,Malorie Blackman,2/8/62,1962,13509478,"Callum (Noughts & Crosses, #1.6)",2012,3,4.04,2012
172977,Malorie Blackman,2/8/62,1962,1502479,A.N.T.I.D.O.T.E.,2004,2,3.61,2004
172977,Malorie Blackman,2/8/62,1962,18159907,"The Ripple Effect (Doctor Who 50th Anniversary E-Shorts, #7)",2013,7,3.73,2013
172977,Malorie Blackman,2/8/62,1962,301125,Cloud Busting,2005,9,3.79,2005
172977,Malorie Blackman,2/8/62,1962,1191505,The Deadly Dare Mysteries,2005,9,3.66,2005
172977,Malorie Blackman,2/8/62,1962,999348,Dangerous Reality,2004,2,3.44,2004
172977,Malorie Blackman,2/8/62,1962,1777295,Trust Me,1994,7,3.18,1994
172977,Malorie Blackman,2/8/62,1962,999349,Operation Gadgetman!,1995,3,3.62,1995
172977,Malorie Blackman,2/8/62,1962,824422,Shining On,2006,3,3.83,2006
172977,Malorie Blackman,2/8/62,1962,3000271,Hostage,2006,5,3.39,2006
172977,Malorie Blackman,2/8/62,1962,300050,Unheard Voices: An Anthology of Stories and Poems to Commemorate the Bicentenary Anniversary of the Abolition of the Slave Trade,2007,2,4.15,2007
172977,Malorie Blackman,2/8/62,1962,17399245,Jon for Short,2013,3,3.73,2013
172977,Malorie Blackman,2/8/62,1962,1948955,Whizziwig and Whizziwig Returns Omnibus,2005,5,4.5,2005
172977,Malorie Blackman,2/8/62,1962,12737389,Racconti crudeli,1993,.,3.5,1993
86475,James P. Blaylock,9/20/50,1950,430871,The Last Coin,1996,5,4,1996
86475,James P. Blaylock,9/20/50,1950,421035,Paper Grail,1992,2,3.99,1992
86475,James P. Blaylock,9/20/50,1950,421130,Homunculus,2000,7,3.61,2000
86475,James P. Blaylock,9/20/50,1950,421036,The Elfin Ship,1982,7,3.89,1982
86475,James P. Blaylock,9/20/50,1950,149570,The Digging Leviathan,2002,9,3.6,2002
86475,James P. Blaylock,9/20/50,1950,421028,All The Bells on Earth,1997,12,3.98,1997
